"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.707714417E0,-3.354454041E-1,1.196865845E1,-3.534234619E1,3.731544912E1
2.717677417E0,-2.229003906E-1,1.205712891E1,-3.570129395E1,3.768297270E1
2.727639417E0,-1.344680786E-1,1.202165222E1,-3.574346924E1,3.771118928E1
2.737602417E0,-1.813659668E-1,1.211126709E1,-3.571966553E1,3.771750508E1
2.747564417E0,-2.616844177E-1,1.215144348E1,-3.574627686E1,3.775609045E1
2.757527417E0,-2.540664673E-1,1.208799744E1,-3.558465576E1,3.758260179E1
2.767489417E0,-3.352508545E-1,1.201640320E1,-3.552777100E1,3.750638414E1
2.777451417E0,-3.668823242E-1,1.192335510E1,-3.554205322E1,3.749051276E1
2.787414417E0,-3.014945984E-1,1.205630493E1,-3.576763916E1,3.774611766E1
2.797376417E0,-2.577972412E-1,1.202233887E1,-3.568420410E1,3.765588286E1
2.807339417E0,-1.796760559E-1,1.201467896E1,-3.574969482E1,3.771505633E1
2.817301417E0,-1.353836060E-1,1.198020935E1,-3.570953369E1,3.766582723E1
2.827264417E0,-1.156158447E-1,1.197259521E1,-3.569128418E1,3.764603790E1
2.837226417E0,-3.699493408E-2,1.200354004E1,-3.573181152E1,3.769414672E1
2.847189417E0,3.654479980E-3,1.184645081E1,-3.559002686E1,3.750984433E1
2.857151417E0,-1.453514099E-1,1.192556763E1,-3.574078369E1,3.767816223E1
2.867114417E0,-8.235549927E-2,1.196026611E1,-3.557879639E1,3.753538997E1
2.877076417E0,-1.754074097E-1,1.202470398E1,-3.567950439E1,3.765171055E1
2.887039417E0,-6.093978882E-2,1.196949768E1,-3.566845703E1,3.762328289E1
2.897001417E0,3.288269043E-2,1.202519226E1,-3.547479248E1,3.745753905E1
2.906963417E0,1.089477539E-1,1.204496765E1,-3.560601807E1,3.758831784E1
2.916926417E0,-1.284523010E-1,1.206254578E1,-3.577673340E1,3.775574345E1
2.926888417E0,-1.237297058E-1,1.201881409E1,-3.586688232E1,3.782724479E1
2.936851417E0,-1.028480530E-1,1.201329041E1,-3.590521240E1,3.786177494E1
2.946813417E0,-1.192474365E-2,1.201538086E1,-3.574920654E1,3.771439099E1
2.956776417E0,-3.833389282E-2,1.198188782E1,-3.577056885E1,3.772400696E1
2.966738417E0,-8.404541016E-2,1.187094116E1,-3.547808838E1,3.741150976E1
2.976701417E0,-1.716423035E-1,1.197183228E1,-3.564038086E1,3.759775229E1
2.986663417E0,-3.436775208E-1,1.213270569E1,-3.573571777E1,3.774072318E1
2.996626417E0,-3.928604126E-1,1.218304443E1,-3.555096436E1,3.758260206E1
3.006588417E0,-3.203582764E-1,1.208987427E1,-3.574652100E1,3.773700376E1
3.016551417E0,-3.640098572E-1,1.200067139E1,-3.557208252E1,3.754359695E1
3.026513417E0,-2.612686157E-1,1.202555847E1,-3.593621826E1,3.789583224E1
3.036475417E0,-3.753433228E-1,1.205070496E1,-3.565295410E1,3.763633230E1
3.046438417E0,-3.404350281E-1,1.216102600E1,-3.561206055E1,3.763276904E1
3.056400417E0,-3.285255432E-1,1.218615723E1,-3.573931885E1,3.776121381E1
3.066363417E0,-3.576889038E-1,1.201362610E1,-3.575292969E1,3.771905533E1
3.076325417E0,-1.953811646E-1,1.194422913E1,-3.590411377E1,3.783924112E1
3.086288417E0,-1.934204102E-1,1.206509399E1,-3.567608643E1,3.766147962E1
3.096250417E0,-1.358032227E-1,1.212493896E1,-3.582006836E1,3.781679369E1
3.106213417E0,-3.048324585E-2,1.212763977E1,-3.570941162E1,3.771263255E1
3.116175417E0,-1.687469482E-1,1.200480652E1,-3.557092285E1,3.754243476E1
3.126138417E0,-2.108802795E-1,1.205323792E1,-3.590905762E1,3.787856166E1
3.136100417E0,-7.971954346E-2,1.202868652E1,-3.573046875E1,3.770095558E1
3.146063417E0,-3.983688354E-2,1.206944275E1,-3.589331055E1,3.786822913E1
3.156025417E0,-1.841888428E-1,1.207482910E1,-3.584179688E1,3.782155241E1
3.165987417E0,-1.150207520E-1,1.195146179E1,-3.603472900E1,3.796514669E1
3.175950417E0,2.181243896E-2,1.204046631E1,-3.602618408E1,3.798498709E1
